name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_33782.nii.gz,0.9175,0.9143,0.9241,1.000,1.000,1.000
BRATS_33783.nii.gz,0.9168,0.9120,0.9105,1.000,1.000,1.000
BRATS_33784.nii.gz,0.8970,0.8909,0.8141,1.000,1.000,2.000
BRATS_33785.nii.gz,0.8751,0.8721,0.6429,1.414,1.414,5.000
BRATS_33786.nii.gz,0.8535,0.8523,0.7448,2.236,2.236,2.189
BRATS_33787.nii.gz,0.8645,0.8645,0.3939,2.000,2.000,3.122
BRATS_33936.nii.gz,0.8504,0.6810,0.7059,3.057,5.000,5.099
BRATS_33937.nii.gz,0.8093,0.6320,0.6833,5.831,6.708,5.099
BRATS_33938.nii.gz,0.8374,0.6846,0.7170,4.243,5.000,6.000
BRATS_33939.nii.gz,0.8419,0.6980,0.7426,3.606,4.000,5.385
BRATS_33940.nii.gz,0.8262,0.6599,0.7330,5.000,5.385,5.000
BRATS_33941.nii.gz,0.8364,0.6895,0.7550,3.606,5.000,5.000
BRATS_33942.nii.gz,0.8477,0.7059,0.7747,3.606,4.472,4.129
BRATS_33943.nii.gz,0.8264,0.7419,0.7791,4.123,4.243,4.000
BRATS_33944.nii.gz,0.8156,0.7542,0.7974,4.123,3.606,3.000
BRATS_33945.nii.gz,0.8484,0.7470,0.7738,3.606,4.000,3.000
BRATS_33946.nii.gz,0.8037,0.6927,0.7106,4.123,5.000,5.000
BRATS_33947.nii.gz,0.8408,0.6942,0.6870,3.000,4.472,4.000
BRATS_33948.nii.gz,0.8536,0.7036,0.7108,3.000,4.243,4.789
BRATS_33949.nii.gz,0.8625,0.6975,0.7186,2.828,4.000,2.828
BRATS_33950.nii.gz,0.8857,0.7501,0.8047,2.000,2.828,2.000
BRATS_33951.nii.gz,0.8629,0.7149,0.7580,2.236,3.606,2.236
BRATS_33952.nii.gz,0.8784,0.7490,0.7903,2.000,3.162,2.000
BRATS_33953.nii.gz,0.8677,0.7315,0.8316,2.828,4.000,1.414
BRATS_33954.nii.gz,0.8672,0.7105,0.8763,2.828,5.000,1.000
BRATS_33955.nii.gz,0.8696,0.6523,0.8531,2.828,6.000,1.414
BRATS_34104.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34105.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34106.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34107.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34108.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34109.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34110.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34111.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34112.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34113.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34114.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34115.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34116.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34117.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34118.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34119.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34120.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34121.nii.gz,0.0000,0.0000,1.0000,22.023,22.023,0.000
BRATS_34122.nii.gz,0.0516,0.0516,1.0000,18.769,18.769,0.000
BRATS_34123.nii.gz,0.0000,0.0000,1.0000,22.230,22.230,0.000
BRATS_34272.nii.gz,0.7635,0.6298,0.8605,10.688,12.083,1.000
BRATS_34273.nii.gz,0.8157,0.6762,0.8594,4.123,5.000,1.000
BRATS_34274.nii.gz,0.8374,0.7113,0.8874,3.000,3.606,1.000
BRATS_34275.nii.gz,0.8406,0.7103,0.8738,3.162,8.127,1.000
BRATS_34276.nii.gz,0.8375,0.6832,0.8402,4.000,8.425,1.000
BRATS_34277.nii.gz,0.8444,0.6925,0.8468,4.000,7.347,1.000
BRATS_34278.nii.gz,0.8391,0.7022,0.8737,3.000,4.000,1.000
BRATS_34279.nii.gz,0.8592,0.7240,0.8783,2.236,3.539,1.000
BRATS_34280.nii.gz,0.8616,0.7240,0.8548,2.236,3.000,1.000
BRATS_34281.nii.gz,0.8490,0.7048,0.8607,2.236,3.606,1.000
BRATS_34282.nii.gz,0.8402,0.7167,0.8845,3.000,4.123,1.000
BRATS_34283.nii.gz,0.8561,0.7376,0.8851,2.236,3.606,1.000
BRATS_34284.nii.gz,0.8659,0.7514,0.8840,2.236,3.162,1.000
BRATS_34285.nii.gz,0.8713,0.7594,0.8756,2.236,3.606,1.000
BRATS_34286.nii.gz,0.8717,0.7861,0.8883,2.236,3.000,1.000
BRATS_34287.nii.gz,0.8664,0.7886,0.8931,3.000,3.606,1.000
BRATS_34288.nii.gz,0.8676,0.7952,0.8931,3.162,5.314,1.000
BRATS_34289.nii.gz,0.8601,0.8052,0.9077,3.229,3.606,1.000
BRATS_34290.nii.gz,0.8576,0.7843,0.8853,3.606,3.606,1.000
BRATS_34291.nii.gz,0.8525,0.7796,0.9057,3.606,4.000,1.000
BRATS_34440.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34441.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34442.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34443.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34444.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34445.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34446.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34447.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34448.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34449.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34450.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34451.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34452.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34453.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34454.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34455.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34456.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34457.nii.gz,0.0750,0.0750,1.0000,14.439,14.439,0.000
BRATS_34458.nii.gz,0.2289,0.2289,1.0000,12.042,12.042,0.000
BRATS_34459.nii.gz,0.2939,0.2939,1.0000,12.498,12.498,0.000
BRATS_34608.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34609.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34610.nii.gz,0.1444,0.1444,1.0000,16.575,16.575,0.000
BRATS_34611.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34612.nii.gz,0.3989,0.3989,1.0000,15.354,15.354,0.000
BRATS_34613.nii.gz,0.6393,0.6393,1.0000,6.708,6.708,0.000
BRATS_34614.nii.gz,0.7278,0.7278,1.0000,5.099,5.099,0.000
BRATS_34615.nii.gz,0.8400,0.8400,1.0000,5.831,5.831,0.000
BRATS_34616.nii.gz,0.8294,0.8294,1.0000,2.236,2.236,0.000
BRATS_34617.nii.gz,0.8389,0.8380,1.0000,2.000,2.000,0.000
BRATS_34618.nii.gz,0.8670,0.8647,1.0000,1.414,1.414,0.000
BRATS_34619.nii.gz,0.8657,0.8650,1.0000,1.414,1.414,0.000
BRATS_34620.nii.gz,0.8698,0.8698,0.0000,1.414,1.414,373.129
BRATS_34621.nii.gz,0.8499,0.8499,0.0000,2.000,2.000,373.129
BRATS_34622.nii.gz,0.8595,0.8595,0.3182,2.828,2.828,16.360
BRATS_34623.nii.gz,0.9050,0.8975,0.6822,1.000,1.000,4.123
BRATS_34624.nii.gz,0.8875,0.8667,0.8618,1.414,1.414,1.000
BRATS_34625.nii.gz,0.8851,0.8640,0.8957,1.414,1.414,1.000
BRATS_34626.nii.gz,0.8618,0.8485,0.8768,2.000,2.236,1.000
BRATS_34627.nii.gz,0.8567,0.8409,0.8806,2.236,2.236,1.000
BRATS_34776.nii.gz,0.8716,0.8420,0.9101,1.414,2.000,1.000
BRATS_34777.nii.gz,0.8634,0.8328,0.8908,1.414,2.000,1.000
BRATS_34778.nii.gz,0.8629,0.8264,0.8850,1.473,2.000,1.000
BRATS_34779.nii.gz,0.8885,0.8663,0.9145,1.414,1.414,1.000
BRATS_34780.nii.gz,0.8865,0.8643,0.9351,1.414,1.414,1.000
BRATS_34781.nii.gz,0.8851,0.8656,0.9586,1.414,2.000,0.000
BRATS_34782.nii.gz,0.8620,0.8407,0.9399,2.236,2.828,1.000
BRATS_34783.nii.gz,0.8386,0.8145,0.9139,8.081,9.450,1.000
BRATS_34784.nii.gz,0.8248,0.8045,0.9163,7.555,8.773,1.000
BRATS_34785.nii.gz,0.8254,0.8065,0.9300,8.246,9.688,1.000
BRATS_34786.nii.gz,0.7993,0.7813,0.9261,23.022,23.499,1.000
BRATS_34787.nii.gz,0.7902,0.7778,0.9083,23.091,23.447,1.000
BRATS_34788.nii.gz,0.7863,0.7785,0.9464,22.026,22.108,0.850
BRATS_34789.nii.gz,0.7992,0.7928,0.9118,19.186,19.317,1.000
