name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_33786.nii.gz,0.8548,0.8552,0.7534,2.000,2.000,2.236
BRATS_33787.nii.gz,0.8543,0.8532,0.6500,2.000,2.000,2.000
BRATS_33936.nii.gz,0.8508,0.6939,0.6456,3.162,5.657,6.403
BRATS_33937.nii.gz,0.8248,0.6550,0.6731,4.000,5.000,5.831
BRATS_33938.nii.gz,0.8130,0.7082,0.6424,4.000,4.472,7.000
BRATS_33939.nii.gz,0.7923,0.6807,0.6528,4.472,5.000,8.246
BRATS_33940.nii.gz,0.7735,0.6754,0.6752,6.000,6.403,8.062
BRATS_33941.nii.gz,0.7928,0.6630,0.7040,4.472,5.000,5.385
BRATS_33942.nii.gz,0.8536,0.7182,0.7436,3.000,3.606,5.000
BRATS_33943.nii.gz,0.8716,0.7344,0.7401,2.000,3.000,4.472
BRATS_33944.nii.gz,0.8415,0.7204,0.7525,3.162,4.123,4.000
BRATS_33945.nii.gz,0.8485,0.6808,0.7122,3.000,4.123,4.123
BRATS_33946.nii.gz,0.8081,0.6281,0.6478,5.385,7.071,6.000
BRATS_33947.nii.gz,0.8028,0.6158,0.6128,5.099,6.678,4.243
BRATS_33948.nii.gz,0.8466,0.6393,0.6938,4.243,6.000,3.162
BRATS_33949.nii.gz,0.8382,0.6073,0.6709,4.177,6.403,3.049
BRATS_33950.nii.gz,0.8498,0.6365,0.6802,4.000,6.810,3.162
BRATS_33951.nii.gz,0.8414,0.6391,0.6737,3.606,5.831,7.071
BRATS_33952.nii.gz,0.8584,0.6648,0.6835,3.000,4.243,7.211
BRATS_33953.nii.gz,0.8706,0.7066,0.7602,2.236,3.000,2.236
BRATS_33954.nii.gz,0.8769,0.7156,0.7978,2.236,3.162,2.000
BRATS_33955.nii.gz,0.8453,0.6807,0.7789,3.000,5.000,8.764
BRATS_34104.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34105.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34106.nii.gz,0.0000,0.0000,0.0000,373.129,373.129,373.129
